Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week,Purchased
1904,7/2/2019,male,100,black,8,no preference,yes,Not Reported,no,8,1
1905,7/2/2019,male,100,blue,4,chocolate,yes,Not Reported,no,8,1
1906,7/2/2019,female,100,red,1,vanilla,no,>100K,no,6,1
1907,7/2/2019,female,100,blue,6,no preference,no,>100K,no,6,1
1908,7/2/2019,female,100,white,7,no preference,yes,>100K,no,7,1
1909,7/2/2019,male,100,silver,1,vanilla,no,Not Reported,no,7,0
1910,7/2/2019,female,100,red,6,chocolate,yes,>100K,no,7,1
1911,7/2/2019,female,100,no preference,5,vanilla,no,>100K,no,5,1
1912,7/2/2019,female,100,black,1,no preference,no,>100K,no,3,1
1913,7/2/2019,male,100,blue,4,specialty,no,Not Reported,no,4,1
1914,7/2/2019,female,100,blue,5,vanilla,no,>100K,no,5,1
1915,7/2/2019,female,100,no preference,3,no preference,yes,>100K,no,3,1
1916,7/2/2019,female,100,white,9,chocolate,no,>100K,no,9,1
1917,7/2/2019,female,100,white,7,swirl,yes,>100K,no,7,1
1918,7/2/2019,female,100,white,0,swirl,no,>100K,no,1,1
1919,7/2/2019,female,100,black,7,vanilla,no,>100K,no,8,1
1920,7/2/2019,male,100,silver,6,specialty,yes,Not Reported,no,6,0
1921,7/2/2019,female,100,white,1,vanilla,yes,>100K,no,1,1
1922,7/2/2019,male,100,silver,6,specialty,yes,Not Reported,no,10,1
1923,7/2/2019,female,100,blue,0,no preference,no,>100K,no,6,1
1924,7/2/2019,male,100,silver,9,chocolate,yes,Not Reported,no,9,1
1925,7/2/2019,male,100,silver,10,no preference,yes,Not Reported,no,10,1
1926,7/2/2019,female,100,white,7,no preference,yes,>100K,no,7,1
1927,7/2/2019,female,100,silver,3,vanilla,yes,>100K,no,7,1
1928,7/2/2019,male,100,silver,1,vanilla,no,Not Reported,no,8,1
1929,7/2/2019,male,100,black,5,chocolate,yes,Not Reported,no,7,1
1930,7/2/2019,female,100,silver,4,no preference,no,>100K,no,4,1
1931,7/2/2019,female,100,silver,0,vanilla,yes,>100K,no,8,1
1932,7/2/2019,female,100,white,1,specialty,no,>100K,no,4,1
1933,7/2/2019,female,100,white,5,chocolate,yes,>100K,no,10,1
1934,7/2/2019,female,100,silver,7,specialty,no,>100K,no,7,1
1935,7/2/2019,female,100,blue,10,chocolate,no,>100K,no,10,1
1936,7/2/2019,male,100,white,7,no preference,yes,Not Reported,no,9,0
1937,7/2/2019,female,100,white,4,specialty,no,>100K,no,6,1
1938,7/2/2019,female,100,blue,4,swirl,yes,>100K,no,4,1
1939,7/2/2019,female,100,white,9,specialty,yes,>100K,no,9,1
1940,7/2/2019,female,100,no preference,1,chocolate,yes,>100K,no,4,1
1941,7/2/2019,female,100,red,2,no preference,yes,>100K,no,8,1
1942,7/2/2019,female,100,silver,7,vanilla,yes,>100K,no,7,1
1943,7/2/2019,female,100,red,7,specialty,yes,>100K,no,7,1
1944,7/2/2019,male,100,no preference,2,no preference,yes,Not Reported,no,7,0
1945,7/2/2019,male,100,white,10,no preference,no,Not Reported,no,10,0
1946,7/2/2019,male,100,no preference,3,chocolate,no,Not Reported,no,8,0
1947,7/2/2019,male,100,red,2,swirl,yes,Not Reported,no,10,1
1948,7/2/2019,female,100,black,7,no preference,yes,>100K,no,7,1
1949,7/2/2019,male,100,red,10,vanilla,yes,Not Reported,no,10,1
1950,7/2/2019,male,100,blue,1,chocolate,yes,Not Reported,no,7,1
1951,7/2/2019,female,100,no preference,3,chocolate,no,>100K,no,10,1
1952,7/2/2019,female,100,white,3,vanilla,no,>100K,no,5,1
1953,7/2/2019,female,100,red,0,specialty,no,>100K,no,6,1
1954,7/2/2019,female,100,no preference,8,chocolate,no,>100K,no,8,1
1955,7/2/2019,male,100,red,8,vanilla,no,Not Reported,no,8,1
1956,7/2/2019,female,100,no preference,3,specialty,no,>100K,no,8,1
1957,7/2/2019,female,100,black,7,chocolate,yes,>100K,no,10,1
1958,7/2/2019,male,100,black,10,chocolate,yes,Not Reported,no,10,1
1959,7/2/2019,female,100,no preference,2,chocolate,no,>100K,no,4,1
1960,7/2/2019,female,100,red,3,no preference,no,>100K,no,4,1
1961,7/2/2019,male,100,white,4,specialty,no,Not Reported,no,4,1
1962,7/2/2019,male,100,red,3,vanilla,no,Not Reported,no,3,1
1963,7/2/2019,female,100,white,9,no preference,no,>100K,no,9,1
1964,7/2/2019,female,100,blue,7,vanilla,yes,>100K,no,8,1
1965,7/2/2019,female,100,red,8,no preference,yes,>100K,no,8,1
1966,7/2/2019,male,100,blue,7,vanilla,no,Not Reported,no,7,0
1967,7/2/2019,male,100,black,5,swirl,yes,Not Reported,no,8,1
1968,7/2/2019,female,100,red,7,swirl,yes,>100K,no,7,1
1969,7/2/2019,female,100,black,7,specialty,yes,>100K,no,10,1
1970,7/2/2019,female,100,silver,4,specialty,yes,>100K,no,5,1
1971,7/2/2019,male,100,no preference,7,specialty,yes,Not Reported,no,7,0
1972,7/2/2019,female,100,red,7,no preference,yes,>100K,no,9,1
1973,7/2/2019,female,100,silver,5,swirl,no,>100K,no,5,1
1974,7/2/2019,female,100,black,1,no preference,no,>100K,no,8,1
1975,7/2/2019,female,100,red,2,vanilla,yes,>100K,no,8,1
1976,7/2/2019,female,100,black,6,chocolate,no,>100K,no,8,1
1977,7/2/2019,female,100,white,0,specialty,no,>100K,no,4,1
1978,7/2/2019,male,100,no preference,2,specialty,no,Not Reported,no,5,0
1979,7/2/2019,male,100,black,6,chocolate,yes,Not Reported,no,7,1
1980,7/2/2019,female,100,blue,6,no preference,no,>100K,no,6,1
1981,7/2/2019,female,100,blue,6,no preference,no,>100K,no,6,1
1982,7/2/2019,female,100,no preference,5,chocolate,no,>100K,no,5,1
1983,7/2/2019,male,100,silver,4,specialty,no,Not Reported,no,6,1
1984,7/2/2019,male,100,black,1,chocolate,yes,Not Reported,no,5,1
1985,7/2/2019,female,100,red,1,chocolate,no,>100K,no,3,1
1986,7/2/2019,female,100,no preference,1,vanilla,yes,>100K,no,5,1
1987,7/2/2019,female,100,red,4,no preference,no,>100K,no,4,1
1988,7/2/2019,female,100,black,0,chocolate,yes,>100K,no,6,1
1989,7/2/2019,female,100,no preference,3,chocolate,no,>100K,no,6,1
1990,7/2/2019,male,100,silver,4,vanilla,yes,Not Reported,no,6,0
1991,7/2/2019,female,100,black,0,chocolate,no,>100K,no,5,1
1992,7/2/2019,female,100,no preference,9,chocolate,no,>100K,no,9,1
1993,7/2/2019,female,100,white,1,no preference,yes,>100K,no,2,1
1994,7/2/2019,male,100,silver,10,vanilla,no,Not Reported,no,10,1
1995,7/2/2019,female,100,blue,1,chocolate,no,>100K,no,9,1
1996,7/2/2019,male,100,silver,0,swirl,no,Not Reported,no,3,0
1997,7/2/2019,male,100,no preference,8,chocolate,no,Not Reported,no,8,0
1998,7/2/2019,male,100,silver,6,chocolate,yes,Not Reported,no,6,1
1999,7/2/2019,female,100,silver,0,vanilla,no,>100K,no,1,1
2000,7/2/2019,male,100,white,4,no preference,no,Not Reported,no,4,1
2001,7/2/2019,female,100,red,8,vanilla,yes,>100K,no,8,1
2002,7/2/2019,male,100,silver,6,chocolate,no,Not Reported,no,7,1
2003,7/2/2019,female,100,black,6,vanilla,yes,>100K,no,6,1
2004,7/2/2019,male,100,red,1,vanilla,no,Not Reported,no,9,1
2005,7/2/2019,male,100,white,10,vanilla,yes,Not Reported,no,10,1
2006,7/2/2019,female,100,blue,4,specialty,yes,>100K,no,8,1
2007,7/2/2019,male,100,black,3,chocolate,yes,Not Reported,no,6,1
2008,7/2/2019,female,100,no preference,10,vanilla,no,>100K,no,10,1
2009,7/2/2019,female,100,silver,1,swirl,no,>100K,no,7,1
2010,7/2/2019,female,100,red,3,chocolate,yes,>100K,no,4,1
2011,7/2/2019,female,100,silver,0,swirl,yes,>100K,no,9,1
2012,7/2/2019,male,100,blue,2,swirl,no,Not Reported,no,7,0
2013,7/2/2019,female,100,silver,7,chocolate,no,>100K,no,7,1
2014,7/2/2019,female,100,white,0,swirl,yes,>100K,no,7,1
2015,7/2/2019,female,100,blue,0,chocolate,yes,>100K,no,6,1
2016,7/2/2019,male,100,blue,7,chocolate,yes,Not Reported,no,7,1
2017,7/2/2019,male,100,no preference,2,swirl,no,Not Reported,no,6,0
2018,7/2/2019,female,100,black,7,chocolate,yes,>100K,no,7,1
2019,7/2/2019,female,100,silver,9,no preference,yes,>100K,no,9,1
2020,7/2/2019,female,100,black,1,swirl,no,>100K,no,10,1
2021,7/2/2019,female,100,no preference,10,vanilla,no,>100K,no,10,1
2022,7/2/2019,female,100,black,6,no preference,no,>100K,no,6,1
2023,7/2/2019,male,100,white,7,swirl,yes,Not Reported,no,7,0
2024,7/2/2019,male,100,blue,9,swirl,no,Not Reported,no,9,1
2025,7/2/2019,female,100,blue,7,specialty,no,>100K,no,7,1
2026,7/2/2019,female,100,black,5,no preference,yes,>100K,no,6,1
2027,7/2/2019,female,100,white,4,vanilla,yes,>100K,no,4,1
2028,7/2/2019,female,100,silver,9,swirl,yes,>100K,no,9,1
2029,7/2/2019,female,100,black,2,chocolate,yes,>100K,no,10,1
2030,7/2/2019,male,100,no preference,7,no preference,no,Not Reported,no,8,0
2031,7/2/2019,male,100,silver,6,specialty,no,Not Reported,no,6,0
2032,7/2/2019,female,100,black,7,chocolate,no,>100K,no,7,1
2033,7/2/2019,male,100,black,0,specialty,no,Not Reported,no,1,1
2034,7/2/2019,female,100,red,4,no preference,no,>100K,no,9,1
2035,7/2/2019,female,100,no preference,4,vanilla,yes,>100K,no,4,1
2036,7/2/2019,female,100,white,8,swirl,yes,>100K,no,8,1
2037,7/2/2019,male,100,blue,8,vanilla,no,Not Reported,no,8,1
2038,7/2/2019,female,100,black,9,no preference,no,>100K,no,10,1
2039,7/2/2019,female,100,no preference,0,specialty,yes,>100K,no,7,1
2040,7/2/2019,female,100,white,0,vanilla,no,>100K,no,6,1
2041,7/2/2019,male,100,black,0,no preference,no,Not Reported,no,4,1
2042,7/2/2019,male,100,white,8,no preference,no,Not Reported,no,8,0
2043,7/2/2019,female,100,white,9,chocolate,no,>100K,no,9,1
2044,7/2/2019,female,100,white,10,vanilla,no,>100K,no,10,1
2045,7/2/2019,female,100,white,4,vanilla,no,>100K,no,4,1
2046,7/2/2019,female,100,blue,3,vanilla,yes,>100K,no,3,1
2047,7/2/2019,male,100,red,10,no preference,yes,Not Reported,no,10,1
2048,7/2/2019,female,100,white,6,chocolate,no,>100K,no,9,1
2049,7/2/2019,male,100,white,6,specialty,no,Not Reported,no,6,0
2050,7/2/2019,female,100,white,9,swirl,yes,>100K,no,9,1
2051,7/2/2019,male,100,red,2,swirl,yes,Not Reported,no,4,1
2052,7/2/2019,female,100,black,10,vanilla,yes,>100K,no,10,1
2053,7/2/2019,female,100,black,7,no preference,yes,>100K,no,7,1
2054,7/2/2019,female,100,black,2,swirl,yes,>100K,no,4,1
2055,7/2/2019,female,100,red,2,specialty,no,>100K,no,5,1
2056,7/2/2019,female,100,silver,0,no preference,no,>100K,no,8,1
2057,7/2/2019,female,100,red,8,no preference,no,>100K,no,8,1
2058,7/2/2019,male,100,blue,9,swirl,yes,Not Reported,no,9,1
2059,7/2/2019,female,100,silver,4,specialty,no,>100K,no,6,1
2060,7/2/2019,male,100,no preference,1,swirl,yes,Not Reported,no,4,0
2061,7/2/2019,male,100,white,10,swirl,yes,Not Reported,no,10,1
2062,7/2/2019,male,100,white,8,specialty,no,Not Reported,no,8,1
2063,7/2/2019,female,100,black,3,no preference,yes,>100K,no,3,1
2064,7/2/2019,female,100,silver,10,chocolate,yes,>100K,no,10,1
2065,7/2/2019,female,100,blue,6,no preference,yes,>100K,no,6,1
2066,7/2/2019,male,100,no preference,8,swirl,no,Not Reported,no,8,0
2067,7/2/2019,female,100,no preference,1,swirl,no,>100K,no,9,1
2068,7/2/2019,female,100,white,3,vanilla,no,>100K,no,5,1
2069,7/2/2019,female,100,red,6,vanilla,no,>100K,no,6,1
2070,7/2/2019,male,100,blue,3,specialty,no,Not Reported,no,4,0
2071,7/2/2019,male,100,silver,4,specialty,yes,Not Reported,no,7,0
2072,7/2/2019,male,100,silver,7,specialty,no,Not Reported,no,10,1
2073,7/2/2019,female,100,blue,3,specialty,yes,>100K,no,10,1
2074,7/2/2019,female,100,white,9,swirl,no,>100K,no,9,1
2075,7/2/2019,male,100,silver,6,chocolate,yes,Not Reported,no,6,1
2076,7/2/2019,male,100,blue,6,vanilla,yes,Not Reported,no,10,1
2077,7/2/2019,male,100,no preference,1,no preference,no,Not Reported,no,7,0
2078,7/2/2019,female,100,blue,1,specialty,no,>100K,no,10,1
2079,7/2/2019,female,100,black,8,no preference,no,>100K,no,8,1
2080,7/2/2019,female,100,black,7,no preference,no,>100K,no,8,1
2081,7/2/2019,female,100,red,4,vanilla,yes,>100K,no,5,1
2082,7/2/2019,male,100,silver,5,swirl,no,Not Reported,no,6,1
2083,7/2/2019,female,100,silver,2,chocolate,yes,>100K,no,3,1
2084,7/2/2019,female,100,no preference,0,vanilla,no,>100K,no,6,1
2085,7/2/2019,female,100,black,8,swirl,yes,>100K,no,8,1
2086,7/2/2019,female,100,white,0,specialty,yes,>100K,no,9,1
2087,7/2/2019,male,100,blue,9,vanilla,no,Not Reported,no,9,1
2088,7/2/2019,female,100,red,4,vanilla,yes,>100K,no,10,1
2089,7/2/2019,female,100,black,1,no preference,no,>100K,no,3,1
2090,7/2/2019,female,100,black,7,vanilla,no,>100K,no,7,1
2091,7/2/2019,female,100,no preference,8,no preference,yes,>100K,no,8,1
2092,7/2/2019,female,100,black,5,vanilla,yes,>100K,no,7,1
2093,7/2/2019,male,100,black,1,no preference,yes,Not Reported,no,3,0
2094,7/2/2019,female,100,white,4,swirl,no,>100K,no,4,1
2095,7/2/2019,male,100,silver,7,no preference,no,Not Reported,no,7,0
2096,7/2/2019,female,100,red,9,vanilla,no,>100K,no,9,1
2097,7/2/2019,male,100,white,9,no preference,yes,Not Reported,no,9,1
2098,7/2/2019,female,100,white,7,vanilla,yes,>100K,no,9,1
2099,7/2/2019,female,100,silver,5,specialty,no,>100K,no,5,1
2100,7/2/2019,female,100,silver,2,no preference,yes,>100K,no,2,1
2101,7/2/2019,female,100,blue,0,no preference,yes,>100K,no,9,1
2102,7/2/2019,male,100,no preference,10,vanilla,no,Not Reported,no,10,0
2103,7/2/2019,male,100,blue,4,specialty,no,Not Reported,no,10,1
2104,7/2/2019,female,100,silver,10,chocolate,no,>100K,no,10,1
2105,7/2/2019,female,100,no preference,9,swirl,no,>100K,no,9,1
2106,7/2/2019,male,100,silver,6,specialty,no,Not Reported,no,8,1
2107,7/2/2019,female,100,black,9,swirl,no,>100K,no,9,1
2108,7/2/2019,male,100,no preference,3,chocolate,yes,Not Reported,no,3,0
2109,7/2/2019,female,100,silver,0,no preference,no,>100K,no,3,1
2110,7/2/2019,female,100,black,4,no preference,no,>100K,no,8,1
2111,7/2/2019,female,100,black,0,chocolate,yes,>100K,no,4,1
2112,7/2/2019,female,100,blue,1,specialty,no,>100K,no,6,1
2113,7/2/2019,male,100,blue,6,no preference,no,Not Reported,no,8,0
2114,7/2/2019,female,100,red,5,vanilla,no,>100K,no,6,1
2115,7/2/2019,female,100,red,9,chocolate,no,>100K,no,9,1
2116,7/2/2019,female,100,red,10,specialty,yes,>100K,no,10,1
2117,7/2/2019,female,100,no preference,4,swirl,yes,>100K,no,10,1
2118,7/2/2019,male,100,silver,1,no preference,no,Not Reported,no,9,0
2119,7/2/2019,male,100,no preference,9,swirl,no,Not Reported,no,9,0
2120,7/2/2019,male,100,red,4,chocolate,no,Not Reported,no,5,1
2121,7/2/2019,male,100,silver,10,swirl,yes,Not Reported,no,10,1
2122,7/2/2019,male,100,white,6,swirl,no,Not Reported,no,6,1
2123,7/2/2019,female,100,silver,10,chocolate,yes,>100K,no,10,1
2124,7/2/2019,male,100,blue,10,chocolate,yes,Not Reported,no,10,1
2125,7/2/2019,female,100,no preference,9,swirl,yes,>100K,no,9,1
2126,7/2/2019,female,100,red,4,specialty,yes,>100K,no,8,1
2127,7/2/2019,female,100,blue,6,swirl,no,>100K,no,7,1
2128,7/2/2019,male,100,black,3,vanilla,no,Not Reported,no,3,0
2129,7/2/2019,female,100,white,2,chocolate,yes,>100K,no,5,1
2130,7/2/2019,female,100,silver,5,no preference,no,>100K,no,5,1
2131,7/2/2019,female,100,red,0,swirl,no,>100K,no,1,1
2132,7/2/2019,female,100,silver,4,vanilla,no,>100K,no,4,1
2133,7/2/2019,female,100,no preference,2,specialty,no,>100K,no,2,1
2134,7/2/2019,female,100,no preference,3,vanilla,yes,>100K,no,6,1
2135,7/2/2019,female,100,white,3,no preference,yes,>100K,no,8,1
2136,7/2/2019,female,100,black,3,swirl,no,>100K,no,8,1
2137,7/2/2019,male,100,silver,0,specialty,no,Not Reported,no,8,1
2138,7/2/2019,female,100,black,8,no preference,no,>100K,no,8,1
2139,7/2/2019,male,100,blue,1,specialty,yes,Not Reported,no,3,1
2140,7/2/2019,female,100,white,9,swirl,no,>100K,no,9,1
2141,7/2/2019,male,100,blue,5,swirl,yes,Not Reported,no,10,1
2142,7/2/2019,male,100,blue,9,vanilla,no,Not Reported,no,9,1
2143,7/2/2019,female,100,blue,4,no preference,yes,>100K,no,6,1
2144,7/2/2019,male,100,blue,8,vanilla,yes,Not Reported,no,9,1
2145,7/2/2019,male,100,black,3,vanilla,no,Not Reported,no,9,1
2146,7/2/2019,male,100,red,4,swirl,no,Not Reported,no,6,1
2147,7/2/2019,female,100,black,0,no preference,yes,>100K,no,4,1
2148,7/2/2019,male,100,silver,9,specialty,no,Not Reported,no,9,1
2149,7/2/2019,female,100,black,4,vanilla,yes,>100K,no,8,1
2150,7/2/2019,male,100,red,2,specialty,yes,Not Reported,no,2,0
2151,7/2/2019,female,100,blue,8,swirl,no,>100K,no,8,1
2152,7/2/2019,male,100,silver,6,specialty,yes,Not Reported,no,6,1
2153,7/2/2019,female,100,silver,2,no preference,yes,>100K,no,4,1
2154,7/2/2019,female,100,silver,8,vanilla,no,>100K,no,8,1
2155,7/2/2019,female,100,white,10,swirl,yes,>100K,no,10,1
2156,7/2/2019,female,100,white,5,chocolate,no,>100K,no,10,1
2157,7/2/2019,female,100,silver,1,swirl,no,>100K,no,9,1
2158,7/2/2019,female,100,red,2,no preference,yes,>100K,no,4,1
2159,7/2/2019,female,100,silver,7,specialty,yes,>100K,no,7,1
2160,7/2/2019,female,100,no preference,5,chocolate,yes,>100K,no,5,1
2161,7/2/2019,female,100,white,3,chocolate,no,>100K,no,5,1
2162,7/2/2019,female,100,silver,6,swirl,yes,>100K,no,9,1
2163,7/2/2019,female,100,no preference,4,swirl,yes,>100K,no,4,1
2164,7/2/2019,male,100,no preference,5,no preference,yes,Not Reported,no,5,0
2165,7/2/2019,female,100,blue,8,vanilla,yes,>100K,no,8,1
2166,7/2/2019,female,100,blue,9,no preference,yes,>100K,no,9,1
2167,7/2/2019,male,100,blue,4,chocolate,yes,Not Reported,no,4,1
2168,7/2/2019,female,100,red,1,no preference,yes,>100K,no,4,1
2169,7/2/2019,female,100,red,2,specialty,yes,>100K,no,2,1
2170,7/2/2019,female,100,white,10,specialty,yes,>100K,no,10,1
2171,7/2/2019,female,100,red,4,vanilla,no,>100K,no,5,1
2172,7/2/2019,male,100,silver,8,specialty,yes,Not Reported,no,8,1
2173,7/2/2019,female,100,black,10,no preference,no,>100K,no,10,1
2174,7/2/2019,female,100,black,1,no preference,no,>100K,no,10,1
2175,7/2/2019,female,100,silver,2,no preference,no,>100K,no,2,1
2176,7/2/2019,male,100,black,9,chocolate,no,Not Reported,no,9,1
2177,7/2/2019,female,100,black,6,swirl,no,>100K,no,6,1
2178,7/2/2019,male,100,red,9,swirl,no,Not Reported,no,9,1
2179,7/2/2019,male,100,red,2,chocolate,yes,Not Reported,no,5,1
2180,7/2/2019,female,100,blue,3,vanilla,yes,>100K,no,3,1
2181,7/2/2019,male,100,black,4,specialty,yes,Not Reported,no,5,0
2182,7/2/2019,female,100,red,3,specialty,yes,>100K,no,3,1
2183,7/2/2019,female,100,blue,6,no preference,no,>100K,no,6,1
2184,7/2/2019,male,100,blue,8,swirl,yes,Not Reported,no,8,1
2185,7/2/2019,female,100,white,1,chocolate,yes,>100K,no,5,1
2186,7/2/2019,male,100,white,9,no preference,yes,Not Reported,no,9,1
2187,7/2/2019,male,100,red,3,swirl,yes,Not Reported,no,9,1
2188,7/2/2019,female,100,no preference,1,swirl,no,>100K,yes,10,1
2189,7/2/2019,female,100,no preference,6,chocolate,yes,>100K,yes,6,1
2190,7/2/2019,female,100,blue,2,specialty,no,>100K,yes,9,1
2191,7/2/2019,female,100,black,1,specialty,no,>100K,yes,7,1
2192,7/2/2019,female,100,blue,2,no preference,yes,>100K,yes,3,1
2193,7/2/2019,male,100,no preference,8,no preference,no,Not Reported,yes,10,0
2194,7/2/2019,female,100,no preference,0,swirl,no,>100K,yes,3,1
2195,7/2/2019,female,100,no preference,2,specialty,no,>100K,yes,5,1
2196,7/2/2019,male,100,blue,9,swirl,no,Not Reported,yes,9,1
2197,7/2/2019,female,100,white,8,chocolate,no,>100K,yes,8,1
2198,7/2/2019,female,100,blue,6,specialty,yes,>100K,yes,6,1
2199,7/2/2019,male,100,white,7,specialty,no,Not Reported,yes,7,0
2200,7/2/2019,male,100,red,0,specialty,no,Not Reported,yes,5,0
2201,7/2/2019,female,100,silver,6,chocolate,no,>100K,yes,9,1
2202,7/2/2019,female,100,red,3,no preference,no,>100K,yes,7,1
2203,7/2/2019,female,100,blue,9,no preference,no,>100K,yes,9,1
2204,7/2/2019,female,100,red,2,swirl,yes,>100K,yes,4,1
2205,7/2/2019,female,100,red,0,chocolate,yes,>100K,yes,9,1
2206,7/2/2019,female,100,blue,0,chocolate,no,>100K,yes,4,1
2207,7/2/2019,female,100,red,5,vanilla,yes,>100K,yes,5,1
2208,7/2/2019,female,100,black,3,chocolate,no,>100K,yes,4,1
2209,7/2/2019,male,100,no preference,6,vanilla,no,Not Reported,yes,6,0
2210,7/2/2019,female,100,silver,6,specialty,yes,>100K,yes,8,1
2211,7/2/2019,female,100,silver,8,specialty,yes,>100K,yes,8,1
2212,7/2/2019,female,100,blue,3,swirl,yes,>100K,yes,8,1
2213,7/2/2019,male,100,blue,1,vanilla,no,Not Reported,yes,5,1
2214,7/2/2019,female,100,blue,4,chocolate,no,>100K,yes,7,1
2215,7/2/2019,female,100,no preference,2,no preference,yes,>100K,yes,10,1
2216,7/2/2019,female,100,silver,5,no preference,yes,>100K,yes,5,1
2217,7/2/2019,female,100,no preference,4,chocolate,yes,>100K,yes,6,1
2218,7/2/2019,male,100,black,6,no preference,yes,Not Reported,yes,8,0
2219,7/2/2019,female,100,silver,3,specialty,no,>100K,yes,3,1
2220,7/2/2019,female,100,no preference,5,specialty,no,>100K,yes,5,1
2221,7/2/2019,male,100,blue,0,vanilla,no,Not Reported,yes,3,0
2222,7/2/2019,female,100,red,1,no preference,yes,>100K,yes,7,1
2223,7/2/2019,female,100,red,4,no preference,yes,>100K,yes,4,1
2224,7/2/2019,female,100,black,10,no preference,no,>100K,yes,10,1
2225,7/2/2019,female,100,no preference,2,chocolate,no,>100K,yes,5,1
2226,7/2/2019,female,100,black,7,specialty,no,>100K,yes,10,1
2227,7/2/2019,female,100,blue,3,swirl,yes,>100K,yes,7,1
2228,7/2/2019,female,100,black,0,specialty,yes,>100K,yes,1,1
2229,7/2/2019,male,100,blue,5,chocolate,yes,Not Reported,yes,9,1
2230,7/2/2019,male,100,red,5,swirl,no,Not Reported,yes,5,1
2231,7/2/2019,male,100,no preference,0,chocolate,no,Not Reported,yes,7,0
2232,7/2/2019,female,100,red,1,chocolate,yes,>100K,yes,5,1
